BinCenter (ps);Histo01;Histo02;Histo03;Histo04
12455,5;2;9;0;0
12456,5;3;5;0;0
12457,5;2;9;0;0
12458,5;5;4;0;0
12459,5;3;3;0;0
12460,5;4;4;0;0
12461,5;2;8;0;0
12462,5;3;7;0;0
12463,5;3;4;0;0
12464,5;2;6;0;0
12465,5;1;7;0;0
12466,5;3;4;0;0
12467,5;1;6;0;0
12468,5;5;8;0;0
12469,5;0;9;0;0
12470,5;5;6;0;0
12471,5;1;2;0;0
12472,5;4;8;0;0
12473,5;2;6;0;0
12474,5;1;5;0;0
12475,5;0;7;0;0
12476,5;3;2;0;0
12477,5;4;3;0;0
12478,5;1;6;0;0
12479,5;3;5;0;0
12480,5;2;3;0;0
12481,5;4;3;0;0
12482,5;6;3;0;0
12483,5;6;5;0;0
12484,5;3;4;0;0
12485,5;3;10;0;0
12486,5;3;5;0;0
12487,5;4;6;0;0
12488,5;6;8;0;0
12489,5;4;6;0;0
12490,5;4;6;0;0
12491,5;4;6;0;0
12492,5;3;4;0;0
12493,5;2;8;0;0
12494,5;1;7;0;0
12495,5;3;5;0;0
12496,5;5;6;0;0
12497,5;4;6;0;0
12498,5;4;11;0;0
12499,5;7;9;0;0
12500,5;4;7;0;0
12501,5;1;8;0;0
12502,5;6;13;0;0
12503,5;6;1;0;0
12504,5;3;4;0;0
12505,5;4;9;0;0
12506,5;2;6;0;0
12507,5;3;9;0;0
12508,5;3;6;0;0
12509,5;4;5;0;0
12510,5;2;8;0;0
12511,5;1;3;0;0
12512,5;2;5;0;0
12513,5;2;3;0;0
12514,5;1;8;0;0
12515,5;6;4;0;0
12516,5;0;4;0;0
12517,5;3;7;0;0
12518,5;3;6;0;0
12519,5;4;18;0;0
12520,5;0;11;0;0
12521,5;2;6;0;0
12522,5;4;7;0;0
12523,5;8;5;0;0
12524,5;6;4;0;0
12525,5;4;5;0;0
12526,5;3;11;0;0
12527,5;3;4;0;0
12528,5;5;4;0;0
12529,5;5;9;0;0
12530,5;4;5;0;0
12531,5;2;5;0;0
12532,5;5;7;0;0
12533,5;6;5;0;0
12534,5;2;8;0;0
12535,5;2;5;0;0
12536,5;3;5;0;0
12537,5;1;6;0;0
12538,5;3;9;0;0
12539,5;2;7;0;0
12540,5;6;7;0;0
12541,5;3;4;0;0
12542,5;5;4;0;0
12543,5;5;3;0;0
12544,5;1;5;0;0
12545,5;2;7;0;0
12546,5;2;4;0;0
12547,5;1;4;0;0
12548,5;2;8;0;0
12549,5;8;4;0;0
12550,5;1;6;0;0
12551,5;6;4;0;0
12552,5;1;11;0;0
12553,5;5;7;0;0
12554,5;4;2;0;0
12555,5;7;4;0;0
12556,5;1;7;0;0
12557,5;2;2;0;0
12558,5;2;7;0;0
12559,5;3;3;0;0
12560,5;1;5;0;0
12561,5;4;5;0;0
12562,5;4;5;0;0
12563,5;2;7;0;0
12564,5;4;9;0;0
12565,5;3;4;0;0
12566,5;4;10;0;0
12567,5;3;3;0;0
12568,5;5;4;0;0
12569,5;2;8;0;0
12570,5;3;7;0;0
12571,5;2;6;0;0
12572,5;2;8;0;0
12573,5;4;7;0;0
12574,5;4;6;0;0
12575,5;5;2;0;0
12576,5;3;4;0;0
12577,5;1;7;0;0
12578,5;3;2;0;0
12579,5;8;7;0;0
12580,5;6;4;0;0
12581,5;4;3;0;0
12582,5;3;8;0;0
12583,5;3;3;0;0
12584,5;5;8;0;0
12585,5;2;7;0;0
12586,5;4;2;0;0
12587,5;1;12;0;0
12588,5;5;5;0;0
12589,5;0;9;0;0
12590,5;1;6;0;0
12591,5;1;7;0;0
12592,5;3;9;0;0
12593,5;2;8;0;0
12594,5;2;3;0;0
12595,5;3;2;0;0
12596,5;4;2;0;0
12597,5;4;5;0;0
12598,5;7;5;0;0
12599,5;4;8;0;0
12600,5;2;3;0;0
12601,5;3;5;0;0
12602,5;0;3;0;0
12603,5;3;5;0;0
12604,5;2;4;0;0
12605,5;5;10;0;0
12606,5;1;7;0;0
12607,5;3;9;0;0
12608,5;4;4;0;0
12609,5;0;3;0;0
12610,5;3;4;0;0
12611,5;3;1;0;0
12612,5;5;6;0;0
12613,5;4;7;0;0
12614,5;5;5;0;0
12615,5;0;5;0;0
12616,5;3;6;0;0
12617,5;2;10;0;0
12618,5;4;8;0;0
12619,5;3;8;0;0
12620,5;3;6;0;0
12621,5;4;6;0;0
12622,5;2;6;0;0
12623,5;4;3;0;0
12624,5;4;7;0;0
12625,5;4;2;0;0
12626,5;1;5;0;0
12627,5;1;10;0;0
12628,5;3;11;0;0
12629,5;3;6;0;0
12630,5;7;3;0;0
12631,5;8;8;0;0
12632,5;6;6;0;0
12633,5;4;4;0;0
12634,5;3;8;0;0
12635,5;3;7;0;0
12636,5;5;7;0;0
12637,5;3;8;0;0
12638,5;4;11;0;0
12639,5;4;7;0;0
12640,5;1;5;0;0
12641,5;1;4;0;0
12642,5;3;6;0;0
12643,5;4;4;0;0
12644,5;4;5;0;0
12645,5;0;5;0;0
12646,5;2;4;0;0
12647,5;3;8;0;0
12648,5;5;7;0;0
12649,5;9;4;0;0
12650,5;5;6;0;0
12651,5;2;4;0;0
12652,5;4;7;0;0
12653,5;1;7;0;0
12654,5;2;6;0;0
12655,5;1;2;0;0
12656,5;3;7;0;0
12657,5;4;3;0;0
12658,5;4;4;0;0
12659,5;6;3;0;0
12660,5;5;6;0;0
12661,5;1;5;0;0
12662,5;4;3;0;0
12663,5;1;6;0;0
12664,5;4;10;0;0
12665,5;2;8;0;0
12666,5;3;5;0;0
12667,5;5;7;0;0
12668,5;2;1;0;0
12669,5;2;10;0;0
12670,5;3;6;0;0
12671,5;6;11;0;0
12672,5;5;5;0;0
12673,5;2;8;0;0
12674,5;2;5;0;0
12675,5;3;5;0;0
12676,5;1;5;0;0
12677,5;0;7;0;0
12678,5;1;3;0;0
12679,5;2;8;0;0
12680,5;2;5;0;0
12681,5;0;5;0;0
12682,5;3;6;0;0
12683,5;3;18;0;0
12684,5;2;5;0;0
12685,5;5;4;0;0
12686,5;8;9;0;0
12687,5;0;4;0;0
12688,5;1;4;0;0
12689,5;0;6;0;0
12690,5;2;4;0;0
12691,5;2;8;0;0
12692,5;7;4;0;0
12693,5;6;13;0;0
12694,5;1;12;0;0
12695,5;3;3;0;0
12696,5;2;2;0;0
12697,5;2;11;0;0
12698,5;3;8;0;0
12699,5;1;3;0;0
12700,5;4;8;0;0
12701,5;3;6;0;0
12702,5;5;6;0;0
12703,5;3;6;0;0
12704,5;4;13;0;0
12705,5;1;6;0;0
12706,5;5;8;0;0
12707,5;1;3;0;0
12708,5;3;8;0;0
12709,5;3;9;0;0
12710,5;2;6;0;0
12711,5;3;2;0;0
12712,5;4;4;0;0
12713,5;3;9;0;0
12714,5;8;9;0;0
12715,5;3;10;0;0
12716,5;2;4;0;0
12717,5;2;4;0;0
12718,5;4;5;0;0
12719,5;0;7;0;0
12720,5;2;5;0;0
12721,5;7;10;0;0
12722,5;4;3;0;0
12723,5;1;9;0;0
12724,5;2;9;0;0
12725,5;4;7;0;0
12726,5;4;7;0;0
12727,5;2;4;0;0
12728,5;1;7;0;0
12729,5;1;5;0;0
12730,5;5;4;0;0
12731,5;2;5;0;0
12732,5;4;6;0;0
12733,5;1;5;0;0
12734,5;3;6;0;0
12735,5;2;9;0;0
12736,5;4;7;0;0
12737,5;7;3;0;0
12738,5;3;5;0;0
12739,5;2;5;0;0
12740,5;3;8;0;0
12741,5;2;5;0;0
12742,5;6;1;0;0
12743,5;4;8;0;0
12744,5;4;6;0;0
12745,5;7;10;0;0
12746,5;6;4;0;0
12747,5;3;4;0;0
12748,5;4;7;0;0
12749,5;3;2;0;0
12750,5;1;6;0;0
12751,5;2;5;0;0
12752,5;5;5;0;0
12753,5;6;5;0;0
12754,5;3;6;0;0
12755,5;6;8;0;0
12756,5;3;8;0;0
12757,5;3;6;0;0
12758,5;4;5;0;0
12759,5;5;4;0;0
12760,5;2;7;0;0
12761,5;5;9;0;0
12762,5;3;4;0;0
12763,5;2;8;0;0
12764,5;7;4;0;0
12765,5;5;7;0;0
12766,5;4;4;0;0
12767,5;3;5;0;0
12768,5;0;6;0;0
12769,5;4;3;0;0
12770,5;2;3;0;0
12771,5;2;6;0;0
12772,5;1;5;0;0
12773,5;4;6;0;0
12774,5;2;10;0;0
12775,5;5;3;0;0
12776,5;0;4;0;0
12777,5;6;2;0;0
12778,5;2;10;0;0
12779,5;3;6;0;0
12780,5;4;3;0;0
12781,5;5;4;0;0
12782,5;4;5;0;0
12783,5;2;6;0;0
12784,5;3;8;0;0
12785,5;3;3;0;0
12786,5;3;5;0;0
12787,5;2;1;0;0
12788,5;1;6;0;0
12789,5;7;6;0;0
12790,5;5;8;0;0
12791,5;4;7;0;0
12792,5;0;6;0;0
12793,5;2;7;0;0
12794,5;3;6;0;0
12795,5;2;5;0;0
12796,5;6;7;0;0
12797,5;5;7;0;0
12798,5;3;2;0;0
12799,5;5;3;0;0
12800,5;4;7;0;0
12801,5;1;4;0;0
12802,5;1;6;0;0
12803,5;0;4;0;0
12804,5;2;4;0;0
12805,5;3;3;0;0
12806,5;2;3;0;0
12807,5;3;10;0;0
12808,5;3;3;0;0
12809,5;2;6;0;0
12810,5;3;4;0;0
12811,5;5;2;0;0
12812,5;5;10;0;0
12813,5;2;4;0;0
12814,5;2;5;0;0
12815,5;3;7;0;0
12816,5;3;6;0;0
12817,5;2;3;0;0
12818,5;5;5;0;0
12819,5;1;5;0;0
12820,5;1;5;0;0
12821,5;2;7;0;0
12822,5;2;7;0;0
12823,5;1;6;0;0
12824,5;5;4;0;0
12825,5;4;4;0;0
12826,5;2;8;0;0
12827,5;10;4;0;0
12828,5;2;4;0;0
12829,5;3;9;0;0
12830,5;5;8;0;0
12831,5;2;7;0;0
12832,5;4;5;0;0
12833,5;5;8;0;0
12834,5;5;4;0;0
12835,5;4;3;0;0
12836,5;1;3;0;0
12837,5;4;2;0;0
12838,5;5;5;0;0
12839,5;3;8;0;0
12840,5;1;4;0;0
12841,5;3;8;0;0
12842,5;6;5;0;0
12843,5;6;4;0;0
12844,5;3;7;0;0
12845,5;5;4;0;0
12846,5;4;6;0;0
12847,5;2;6;0;0
12848,5;2;4;0;0
12849,5;2;6;0;0
12850,5;2;4;0;0
12851,5;1;6;0;0
12852,5;4;5;0;0
12853,5;2;3;0;0
12854,5;2;3;0;0
12855,5;3;4;0;0
12856,5;7;4;0;0
12857,5;4;5;0;0
12858,5;4;7;0;0
12859,5;1;4;0;0
12860,5;1;7;0;0
12861,5;0;8;0;0
12862,5;1;8;0;0
12863,5;3;5;0;0
12864,5;2;10;0;0
12865,5;7;5;0;0
12866,5;1;4;0;0
12867,5;3;2;0;0
12868,5;2;13;0;0
12869,5;2;4;0;0
12870,5;3;3;0;0
12871,5;8;4;0;0
12872,5;5;4;0;0
12873,5;4;8;0;0
12874,5;2;3;0;0
12875,5;2;2;0;0
12876,5;3;2;0;0
12877,5;4;4;0;0
12878,5;3;6;0;0
12879,5;3;6;0;0
12880,5;2;3;0;0
12881,5;0;1;0;0
12882,5;6;5;0;0
12883,5;0;3;0;0
12884,5;0;6;0;0
12885,5;5;6;0;0
12886,5;2;7;0;0
12887,5;1;4;0;0
12888,5;1;3;0;0
12889,5;4;2;0;0
12890,5;4;4;0;0
12891,5;0;4;0;0
12892,5;3;1;0;0
12893,5;0;7;0;0
12894,5;5;7;0;0
12895,5;1;2;0;0
12896,5;5;6;0;0
12897,5;3;7;0;0
12898,5;2;8;0;0
12899,5;1;7;0;0
12900,5;6;5;0;0
12901,5;5;7;0;0
12902,5;5;2;0;0
12903,5;6;6;0;0
12904,5;2;2;0;0
12905,5;5;11;0;0
12906,5;1;3;0;0
12907,5;2;3;0;0
12908,5;2;2;0;0
12909,5;2;5;0;0
12910,5;3;4;0;0
12911,5;1;5;0;0
12912,5;5;4;0;0
12913,5;1;7;0;0
12914,5;2;5;0;0
12915,5;0;10;0;0
12916,5;1;5;0;0
12917,5;4;7;0;0
12918,5;1;5;0;0
12919,5;2;2;0;0
12920,5;1;5;0;0
12921,5;1;10;0;0
12922,5;4;7;0;0
12923,5;2;2;0;0
12924,5;3;5;0;0
12925,5;2;9;0;0
12926,5;2;2;0;0
12927,5;4;7;0;0
12928,5;1;7;0;0
12929,5;4;5;0;0
12930,5;5;12;0;0
12931,5;2;5;0;0
12932,5;2;6;0;0
12933,5;5;12;0;0
12934,5;2;1;0;0
12935,5;5;5;0;0
12936,5;2;4;0;0
12937,5;2;2;0;0
12938,5;3;1;0;0
12939,5;2;6;0;0
12940,5;2;4;0;0
12941,5;5;4;0;0
12942,5;2;3;0;0
12943,5;0;3;0;0
12944,5;2;6;0;0
12945,5;5;3;0;0
12946,5;3;4;0;0
12947,5;2;5;0;0
12948,5;1;4;0;0
12949,5;2;8;0;0
12950,5;3;4;0;0
12951,5;1;5;0;0
12952,5;2;9;0;0
12953,5;2;3;0;0
12954,5;6;5;0;0
12955,5;1;6;0;0
12956,5;4;2;0;0
12957,5;1;4;0;0
12958,5;1;11;0;0
12959,5;1;2;0;0
12960,5;1;8;0;0
12961,5;4;5;0;0
12962,5;4;3;0;0
12963,5;3;8;0;0
12964,5;1;3;0;0
12965,5;4;6;0;0
12966,5;2;6;0;0
12967,5;4;5;0;0
12968,5;4;7;0;0
12969,5;3;3;0;0
12970,5;0;3;0;0
12971,5;2;8;0;0
12972,5;1;8;0;0
12973,5;2;5;0;0
12974,5;4;4;0;0
12975,5;2;4;0;0
12976,5;3;5;0;0
12977,5;6;3;0;0
12978,5;3;8;0;0
12979,5;1;4;0;0
12980,5;3;5;0;0
12981,5;7;7;0;0
12982,5;3;6;0;0
12983,5;3;4;0;0
12984,5;3;7;0;0
12985,5;4;7;0;0
12986,5;2;4;0;0
12987,5;3;5;0;0
12988,5;0;8;0;0
12989,5;2;5;0;0
12990,5;3;3;0;0
12991,5;4;5;0;0
12992,5;2;8;0;0
12993,5;0;6;0;0
12994,5;2;3;0;0
12995,5;3;6;0;0
12996,5;3;2;0;0
12997,5;3;9;0;0
12998,5;3;8;0;0
12999,5;1;4;0;0
13000,5;4;5;0;0
13001,5;5;3;0;0
13002,5;4;11;0;0
13003,5;0;3;0;0
13004,5;4;7;0;0
13005,5;3;5;0;0
13006,5;5;0;0;0
13007,5;5;5;0;0
13008,5;0;4;0;0
13009,5;4;4;0;0
13010,5;6;7;0;0
13011,5;2;3;0;0
13012,5;5;5;0;0
13013,5;0;4;0;0
13014,5;5;8;0;0
13015,5;5;5;0;0
13016,5;4;7;0;0
13017,5;4;5;0;0
13018,5;5;3;0;0
13019,5;6;8;0;0
13020,5;3;7;0;0
13021,5;4;4;0;0
13022,5;3;3;0;0
13023,5;3;6;0;0
13024,5;2;2;0;0
13025,5;2;7;0;0
13026,5;4;3;0;0
13027,5;3;6;0;0
13028,5;3;9;0;0
13029,5;2;14;0;0
13030,5;2;8;0;0
13031,5;2;5;0;0
13032,5;2;6;0;0
13033,5;4;3;0;0
13034,5;4;3;0;0
13035,5;2;12;0;0
13036,5;1;2;0;0
13037,5;5;4;0;0
13038,5;2;6;0;0
13039,5;1;5;0;0
13040,5;1;7;0;0
13041,5;0;5;0;0
13042,5;3;5;0;0
13043,5;4;6;0;0
13044,5;3;6;0;0
13045,5;3;3;0;0
13046,5;3;6;0;0
13047,5;0;6;0;0
13048,5;3;6;0;0
13049,5;4;4;0;0
13050,5;0;4;0;0
13051,5;1;4;0;0
13052,5;3;4;0;0
13053,5;7;5;0;0
13054,5;0;7;0;0
13055,5;6;2;0;0
13056,5;2;3;0;0
13057,5;6;4;0;0
13058,5;2;7;0;0
13059,5;4;5;0;0
13060,5;1;4;0;0
13061,5;3;4;0;0
13062,5;2;2;0;0
13063,5;4;1;0;0
13064,5;2;6;0;0
13065,5;4;5;0;0
13066,5;6;7;0;0
13067,5;4;7;0;0
13068,5;3;5;0;0
13069,5;3;8;0;0
13070,5;6;4;0;0
13071,5;3;3;0;0
13072,5;1;1;0;0
13073,5;2;6;0;0
13074,5;2;3;0;0
13075,5;3;8;0;0
13076,5;1;3;0;0
13077,5;2;6;0;0
13078,5;4;8;0;0
13079,5;2;2;0;0
13080,5;4;7;0;0
13081,5;3;0;0;0
13082,5;4;6;0;0
13083,5;3;3;0;0
13084,5;4;4;0;0
13085,5;5;5;0;0
13086,5;5;4;0;0
13087,5;6;7;0;0
13088,5;1;7;0;0
13089,5;1;6;0;0
13090,5;5;8;0;0
13091,5;7;14;0;0
13092,5;2;4;0;0
13093,5;4;4;0;0
13094,5;2;5;0;0
13095,5;2;6;0;0
13096,5;4;12;0;0
13097,5;1;5;0;0
13098,5;2;2;0;0
13099,5;5;3;0;0
13100,5;5;5;0;0
13101,5;2;4;0;0
13102,5;5;2;0;0
13103,5;2;3;0;0
13104,5;2;4;0;0
13105,5;3;3;0;0
13106,5;2;2;0;0
13107,5;2;5;0;0
13108,5;1;7;0;0
13109,5;3;3;0;0
13110,5;5;5;0;0
13111,5;2;4;0;0
13112,5;3;10;0;0
13113,5;1;3;0;0
13114,5;3;7;0;0
13115,5;3;3;0;0
13116,5;2;4;0;0
13117,5;3;6;0;0
13118,5;5;5;0;0
13119,5;4;3;0;0
13120,5;2;4;0;0
13121,5;1;7;0;0
13122,5;3;6;0;0
13123,5;6;7;0;0
13124,5;3;6;0;0
13125,5;5;6;0;0
13126,5;1;4;0;0
13127,5;1;9;0;0
13128,5;5;9;0;0
13129,5;3;5;0;0
13130,5;5;3;0;0
13131,5;6;3;0;0
13132,5;5;6;0;0
13133,5;4;6;0;0
13134,5;3;4;0;0
13135,5;2;5;0;0
13136,5;1;5;0;0
13137,5;2;6;0;0
13138,5;1;2;0;0
13139,5;1;2;0;0
13140,5;5;5;0;0
13141,5;2;5;0;0
13142,5;4;6;0;0
13143,5;6;7;0;0
13144,5;4;7;0;0
13145,5;4;6;0;0
13146,5;2;4;0;0
13147,5;5;8;0;0
13148,5;1;3;0;0
13149,5;2;3;0;0
13150,5;2;2;0;0
13151,5;2;6;0;0
13152,5;2;4;0;0
13153,5;5;4;0;0
13154,5;1;4;0;0
13155,5;8;3;0;0
13156,5;2;5;0;0
13157,5;6;7;0;0
13158,5;5;5;0;0
13159,5;4;4;0;0
13160,5;4;2;0;0
13161,5;4;5;0;0
13162,5;3;4;0;0
13163,5;2;4;0;0
13164,5;2;2;0;0
13165,5;1;5;0;0
13166,5;3;6;0;0
13167,5;2;5;0;0
13168,5;3;7;0;0
13169,5;4;8;0;0
13170,5;5;4;0;0
13171,5;3;11;0;0
13172,5;2;2;0;0
13173,5;3;4;0;0
13174,5;2;6;0;0
13175,5;3;7;0;0
13176,5;2;3;0;0
13177,5;2;7;0;0
13178,5;1;7;0;0
13179,5;1;4;0;0
13180,5;2;4;0;0
13181,5;2;5;0;0
13182,5;2;5;0;0
13183,5;1;5;0;0
13184,5;6;7;0;0
13185,5;4;7;0;0
13186,5;3;9;0;0
13187,5;6;5;0;0
13188,5;3;8;0;0
13189,5;2;4;0;0
13190,5;4;6;0;0
13191,5;3;7;0;0
13192,5;3;4;0;0
13193,5;1;4;0;0
13194,5;6;8;0;0
13195,5;1;2;0;0
13196,5;2;6;0;0
13197,5;2;4;0;0
13198,5;2;8;0;0
13199,5;4;5;0;0
13200,5;3;3;0;0
13201,5;4;5;0;0
13202,5;2;0;0;0
13203,5;5;5;0;0
13204,5;2;6;0;0
13205,5;5;3;0;0
13206,5;4;3;0;0
13207,5;2;11;0;0
13208,5;3;4;0;0
13209,5;0;4;0;0
13210,5;3;6;0;0
13211,5;5;4;0;0
13212,5;5;4;0;0
13213,5;3;6;0;0
13214,5;0;8;0;0
13215,5;3;8;0;0
13216,5;0;5;0;0
13217,5;0;4;0;0
13218,5;2;4;0;0
13219,5;1;7;0;0
13220,5;5;5;0;0
13221,5;3;3;0;0
13222,5;7;7;0;0
13223,5;4;10;0;0
13224,5;3;3;0;0
13225,5;4;3;0;0
13226,5;2;0;0;0
13227,5;2;8;0;0
13228,5;3;3;0;0
13229,5;2;3;0;0
13230,5;3;3;0;0
13231,5;6;4;0;0
13232,5;6;3;0;0
13233,5;4;7;0;0
13234,5;1;3;0;0
13235,5;2;2;0;0
13236,5;1;5;0;0
13237,5;3;6;0;0
13238,5;6;9;0;0
13239,5;2;6;0;0
13240,5;1;1;0;0
13241,5;3;5;0;0
13242,5;4;7;0;0
13243,5;2;5;0;0
13244,5;4;9;0;0
13245,5;1;5;0;0
13246,5;3;4;0;0
13247,5;3;8;0;0
13248,5;5;7;0;0
13249,5;3;6;0;0
13250,5;2;7;0;0
13251,5;2;5;0;0
13252,5;4;5;0;0
13253,5;5;8;0;0
13254,5;5;2;0;0
13255,5;1;5;0;0
13256,5;4;6;0;0
13257,5;2;3;0;0
13258,5;0;4;0;0
13259,5;7;5;0;0
13260,5;2;7;0;0
13261,5;0;5;0;0
13262,5;1;5;0;0
13263,5;1;3;0;0
13264,5;2;5;0;0
13265,5;5;7;0;0
13266,5;1;6;0;0
13267,5;4;5;0;0
13268,5;3;2;0;0
13269,5;4;5;0;0
13270,5;2;4;0;0
13271,5;4;4;0;0
13272,5;2;4;0;0
13273,5;0;7;0;0
13274,5;5;3;0;0
13275,5;6;6;0;0
13276,5;3;7;0;0
13277,5;2;1;0;0
13278,5;4;7;0;0
13279,5;4;8;0;0
13280,5;6;7;0;0
13281,5;4;4;0;0
13282,5;2;3;0;0
13283,5;4;7;0;0
13284,5;3;6;0;0
13285,5;3;5;0;0
13286,5;2;3;0;0
13287,5;3;4;0;0
13288,5;2;7;0;0
13289,5;2;5;0;0
13290,5;2;6;0;0
13291,5;3;2;0;0
13292,5;3;6;0;0
13293,5;5;4;0;0
13294,5;3;6;0;0
13295,5;3;6;0;0
13296,5;7;5;0;0
13297,5;6;5;0;0
13298,5;0;7;0;0
13299,5;1;5;0;0
13300,5;0;5;0;0
13301,5;2;6;0;0
13302,5;4;2;0;0
13303,5;5;4;0;0
13304,5;2;8;0;0
13305,5;2;2;0;0
13306,5;3;6;0;0
13307,5;2;1;0;0
13308,5;5;7;0;0
13309,5;3;1;0;0
13310,5;3;4;0;0
13311,5;4;11;0;0
13312,5;3;9;0;0
13313,5;1;8;0;0
13314,5;3;7;0;0
13315,5;2;8;0;0
13316,5;4;4;0;0
13317,5;6;7;0;0
13318,5;1;4;0;0
13319,5;4;8;0;0
13320,5;4;2;0;0
13321,5;2;5;0;0
13322,5;1;6;0;0
13323,5;1;6;0;0
13324,5;2;3;0;0
13325,5;1;5;0;0
13326,5;2;4;0;0
13327,5;2;4;0;0
13328,5;2;5;0;0
13329,5;3;6;0;0
13330,5;4;6;0;0
13331,5;5;4;0;0
13332,5;3;6;0;0
13333,5;3;4;0;0
13334,5;5;3;0;0
13335,5;1;8;0;0
13336,5;1;4;0;0
13337,5;2;6;0;0
13338,5;4;5;0;0
13339,5;2;5;0;0
13340,5;4;6;0;0
13341,5;1;11;0;0
13342,5;3;5;0;0
13343,5;2;9;0;0
13344,5;4;3;0;0
13345,5;1;3;0;0
13346,5;1;10;0;0
13347,5;2;6;0;0
13348,5;4;6;0;0
13349,5;1;4;0;0
13350,5;2;4;0;0
13351,5;4;6;0;0
13352,5;7;8;0;0
13353,5;4;5;0;0
13354,5;4;4;0;0
13355,5;1;2;0;0
13356,5;2;4;0;0
13357,5;1;7;0;0
13358,5;3;12;0;0
13359,5;4;5;0;0
13360,5;8;2;0;0
13361,5;2;7;0;0
13362,5;1;5;0;0
13363,5;5;9;0;0
13364,5;1;5;0;0
13365,5;3;6;0;0
13366,5;2;5;0;0
13367,5;6;4;0;0
13368,5;7;2;0;0
13369,5;3;5;0;0
13370,5;1;6;0;0
13371,5;1;8;0;0
13372,5;6;3;0;0
13373,5;3;9;0;0
13374,5;1;6;0;0
13375,5;2;5;0;0
13376,5;6;5;0;0
13377,5;1;4;0;0
13378,5;3;3;0;0
13379,5;3;4;0;0
13380,5;1;0;0;0
13381,5;4;5;0;0
13382,5;3;3;0;0
13383,5;5;3;0;0
13384,5;2;7;0;0
13385,5;5;4;0;0
13386,5;3;6;0;0
13387,5;3;7;0;0
13388,5;4;7;0;0
13389,5;3;7;0;0
13390,5;3;3;0;0
13391,5;3;5;0;0
13392,5;3;11;0;0
13393,5;2;4;0;0
13394,5;3;3;0;0
13395,5;5;4;0;0
13396,5;3;3;0;0
13397,5;2;3;0;0
13398,5;5;4;0;0
13399,5;1;3;0;0
13400,5;2;7;0;0
13401,5;0;10;0;0
13402,5;1;6;0;0
13403,5;4;3;0;0
13404,5;3;4;0;0
13405,5;4;5;0;0
13406,5;1;3;0;0
13407,5;4;4;0;0
13408,5;2;3;0;0
13409,5;4;2;0;0
13410,5;5;5;0;0
13411,5;2;3;0;0
13412,5;6;7;0;0
13413,5;2;4;0;0
13414,5;1;5;0;0
13415,5;3;4;0;0
13416,5;0;5;0;0
13417,5;3;3;0;0
13418,5;5;7;0;0
13419,5;4;3;0;0
13420,5;2;4;0;0
13421,5;3;7;0;0
13422,5;2;5;0;0
13423,5;5;6;0;0
13424,5;5;4;0;0
13425,5;2;2;0;0
13426,5;4;6;0;0
13427,5;3;4;0;0
13428,5;2;9;0;0
13429,5;2;4;0;0
13430,5;2;7;0;0
13431,5;6;4;0;0
13432,5;3;6;0;0
13433,5;1;1;0;0
13434,5;3;5;0;0
13435,5;3;5;0;0
13436,5;1;5;0;0
13437,5;7;3;0;0
13438,5;5;3;0;0
13439,5;4;6;0;0
13440,5;3;9;0;0
13441,5;4;5;0;0
13442,5;3;4;0;0
13443,5;3;6;0;0
13444,5;1;3;0;0
13445,5;2;3;0;0
13446,5;3;3;0;0
13447,5;3;7;0;0
13448,5;2;5;0;0
13449,5;3;3;0;0
13450,5;3;2;0;0
13451,5;0;3;0;0
13452,5;6;13;0;0
13453,5;1;3;0;0
13454,5;3;3;0;0
13455,5;2;6;0;0
13456,5;4;3;0;0
13457,5;3;1;0;0
13458,5;1;14;0;0
13459,5;0;4;0;0
13460,5;4;3;0;0
13461,5;1;4;0;0
13462,5;4;3;0;0
13463,5;5;5;0;0
13464,5;4;9;0;0
13465,5;3;8;0;0
13466,5;4;4;0;0
13467,5;2;2;0;0
13468,5;2;6;0;0
13469,5;2;2;0;0
13470,5;4;1;0;0
13471,5;5;4;0;0
13472,5;3;7;0;0
13473,5;1;8;0;0
13474,5;2;4;0;0
13475,5;1;2;0;0
13476,5;2;6;0;0
13477,5;4;8;0;0
13478,5;4;7;0;0
13479,5;2;6;0;0
13480,5;5;3;0;0
13481,5;1;6;0;0
13482,5;1;5;0;0
13483,5;3;4;0;0
13484,5;0;2;0;0
13485,5;2;4;0;0
13486,5;5;2;0;0
13487,5;2;6;0;0
13488,5;0;4;0;0
13489,5;3;5;0;0
13490,5;2;1;0;0
13491,5;4;6;0;0
13492,5;2;6;0;0
13493,5;3;3;0;0
13494,5;2;5;0;0
13495,5;4;8;0;0
13496,5;4;6;0;0
13497,5;3;7;0;0
13498,5;3;8;0;0
13499,5;2;4;0;0
13500,5;3;12;0;0
13501,5;2;4;0;0
13502,5;3;8;0;0
13503,5;4;3;0;0
13504,5;2;9;0;0
13505,5;4;4;0;0
13506,5;4;9;0;0
13507,5;3;4;0;0
13508,5;4;6;0;0
13509,5;2;2;0;0
13510,5;6;7;0;0
13511,5;1;6;0;0
13512,5;2;5;0;0
13513,5;4;9;0;0
13514,5;1;4;0;0
13515,5;5;6;0;0
13516,5;0;3;0;0
13517,5;3;12;0;0
13518,5;3;3;0;0
13519,5;3;6;0;0
13520,5;1;3;0;0
13521,5;1;5;0;0
13522,5;4;6;0;0
13523,5;3;4;0;0
13524,5;0;7;0;0
13525,5;5;6;0;0
13526,5;1;9;0;0
13527,5;3;5;0;0
13528,5;2;5;0;0
